ReturnID,OrderID,CustomerID,ProductID,ReturnDate,ReturnReason,RefundAmount,RefundStatus
164,1786,5892,352,2025-04-30,Wrong Item Delivered,61249.47,Rejected
165,1809,8908,403,2024-09-08,Quality Not Satisfactory,3103.72,Pending
166,1817,4106,378,2025-03-22,Size Issue,2089.51,Rejected
167,1829,10232,132,2025-02-25,Damaged Product,2457.54,Pending
168,1834,12410,222,2025-02-13,Size Issue,21563.77,Processed
169,1841,18628,99,2025-12-26,Size Issue,9192.76,Processed
170,1844,19928,147,2026-07-05,Defective Product,639.02,Processed
171,1846,16710,54,2025-10-20,Changed Mind,3119.23,Rejected
172,1848,14804,147,2025-06-29,Quality Not Satisfactory,649.68,Processed
173,1851,10541,260,2025-08-17,Wrong Item Delivered,466.49,Pending
174,1870,9656,280,2026-02-23,Defective Product,1209.03,Processed
175,1871,13927,219,2025-12-12,Changed Mind,225763.38,Processed
176,1873,8290,12,2025-03-25,Wrong Item Delivered,22585.75,Pending
177,1879,1755,402,2025-12-16,Defective Product,3791.99,Pending
178,1888,10593,474,2024-08-08,Product Not as Described,181429.48,Processed
179,1894,19244,366,2025-07-15,Quality Not Satisfactory,40419.62,Processed
180,1897,1019,329,2026-04-01,Product Not as Described,4352.4,Processed
181,1929,8225,196,2025-05-29,Size Issue,3310.71,Processed
182,1970,3105,130,2024-10-27,Quality Not Satisfactory,3185.34,Rejected
183,2001,10258,409,2025-05-18,Late Delivery,8072.58,Processed
184,2034,1690,55,2025-05-24,Quality Not Satisfactory,736.55,Rejected
185,2035,16508,221,2025-11-13,Wrong Item Delivered,6544.92,Processed
186,2043,12659,219,2025-11-03,Late Delivery,377386.23,Pending
187,2099,5657,325,2025-04-03,Quality Not Satisfactory,14874.78,Pending
188,2105,696,286,2026-04-19,Changed Mind,330253.19,Processed
189,2113,19498,323,2025-05-22,Damaged Product,528.07,Processed
190,2128,2631,66,2025-08-03,Changed Mind,548.83,Rejected
191,2129,8964,243,2025-03-05,Defective Product,3039.33,Processed
192,2149,11863,292,2025-05-06,Damaged Product,27155.17,Rejected
193,2176,8834,312,2025-08-11,Defective Product,6028.87,Processed
194,2179,14838,140,2024-09-17,Changed Mind,494.62,Processed
195,2181,2130,299,2026-02-23,Damaged Product,334961.48,Processed
196,2190,3047,365,2024-08-23,Changed Mind,6941.14,Processed
197,2210,17044,249,2025-12-12,Wrong Item Delivered,12291.83,Processed
198,2215,210,247,2024-10-12,Wrong Item Delivered,2601.01,Processed
199,2235,11022,62,2025-02-16,Defective Product,6228.6,Processed
200,2243,6436,372,2026-03-08,Defective Product,341295.3,Pending
201,2256,3564,419,2025-04-28,Late Delivery,31327.63,Processed
202,2267,834,273,2024-08-27,Late Delivery,53043.41,Processed
203,2283,16840,209,2026-02-12,Changed Mind,15214.09,Processed
204,2286,5397,200,2026-06-26,Late Delivery,249.83,Rejected
205,2288,15845,61,2025-04-30,Changed Mind,5607.5,Processed
206,2325,9649,237,2025-11-28,Size Issue,146.31,Processed
207,2380,15244,299,2026-05-03,Defective Product,207745.89,Pending
208,2386,12134,174,2025-11-15,Wrong Item Delivered,15214.39,Pending
209,2388,15412,62,2026-05-25,Changed Mind,9236.94,Processed
210,2391,16047,469,2026-02-25,Late Delivery,466.63,Rejected
211,2394,11606,62,2025-09-12,Late Delivery,5950.23,Rejected
212,2397,9969,359,2025-12-26,Quality Not Satisfactory,19681.05,Pending
213,2404,12336,133,2026-02-28,Late Delivery,5380.08,Rejected
214,2409,9996,96,2024-08-14,Quality Not Satisfactory,5174.38,Rejected
215,2414,7416,342,2026-01-05,Product Not as Described,1583.36,Rejected
216,2423,13624,364,2025-01-09,Late Delivery,2560.57,Processed
217,2428,17909,447,2026-05-02,Defective Product,138324.68,Pending
218,2441,17161,317,2025-10-26,Damaged Product,2820.39,Pending
219,2459,8790,278,2024-08-12,Wrong Item Delivered,7175.23,Pending
220,2466,7772,118,2026-02-27,Size Issue,5557.74,Rejected
221,2479,1096,19,2026-03-10,Damaged Product,9720.72,Processed
222,2483,16024,125,2025-02-27,Product Not as Described,8065.1,Pending
223,2490,7188,132,2025-06-13,Wrong Item Delivered,6519.63,Processed
224,2517,7758,84,2025-08-27,Wrong Item Delivered,34294.68,Rejected
225,2582,16268,145,2026-05-07,Size Issue,7903.39,Processed
226,2586,641,208,2025-11-29,Wrong Item Delivered,2532.2,Processed
227,2591,13715,13,2026-04-01,Quality Not Satisfactory,4215.23,Processed
228,2604,9197,379,2025-02-18,Damaged Product,470.75,Processed
229,2618,18998,60,2025-03-10,Late Delivery,1965.79,Pending
230,2632,8166,293,2026-04-13,Changed Mind,3869.27,Processed
231,2635,1237,58,2025-06-02,Wrong Item Delivered,5421.63,Processed
232,2666,4800,323,2025-09-21,Changed Mind,455.68,Processed
233,2667,7100,219,2025-09-12,Late Delivery,291530.18,Rejected
234,2672,11155,290,2024-12-06,Changed Mind,1160.2,Pending
235,2706,8078,362,2026-04-27,Changed Mind,1981.72,Rejected
236,2711,4961,85,2026-04-04,Size Issue,1893.75,Rejected
237,2730,3158,165,2025-03-17,Size Issue,921.22,Processed
238,2740,9909,305,2025-12-15,Damaged Product,324168.7,Processed
239,2745,17668,276,2024-11-18,Wrong Item Delivered,503.36,Rejected
240,2750,15093,89,2025-03-26,Damaged Product,201271.31,Pending
241,2751,16309,252,2025-06-28,Damaged Product,12903.81,Processed
242,2771,12129,126,2025-08-19,Size Issue,7872.07,Processed
243,2772,4429,288,2024-12-28,Late Delivery,2061.09,Rejected
244,2796,7970,269,2026-01-22,Changed Mind,786.41,Processed
245,2851,7518,322,2025-05-02,Changed Mind,236389.45,Rejected
246,2857,13231,245,2025-02-20,Product Not as Described,4804.51,Rejected
247,2872,10922,29,2026-06-02,Size Issue,490873.35,Rejected
248,2879,9464,319,2025-02-23,Product Not as Described,2963.56,Processed
249,2882,6572,123,2024-11-14,Damaged Product,2603.2,Rejected
250,2888,19516,141,2025-03-08,Quality Not Satisfactory,354.51,Processed
251,2909,1789,57,2024-11-20,Defective Product,9316.49,Pending
252,2925,9374,262,2025-03-25,Defective Product,655.16,Processed
253,2930,40,237,2024-08-01,Size Issue,156.23,Processed
254,2931,10710,11,2024-10-12,Quality Not Satisfactory,300626.75,Rejected
255,2944,10965,74,2026-05-07,Defective Product,28086.93,Processed
256,2953,13642,280,2025-09-21,Defective Product,2523.3,Processed
257,2970,14001,129,2025-12-16,Defective Product,85907.95,Pending
258,2988,8694,32,2025-03-31,Size Issue,1125.4,Rejected
259,2994,8287,91,2026-02-10,Quality Not Satisfactory,399049.49,Processed
260,3007,12878,214,2025-04-18,Defective Product,4651.54,Pending
261,3008,5166,169,2024-12-25,Size Issue,6392.64,Processed
262,3010,632,282,2025-01-03,Size Issue,592.03,Processed
263,3020,3051,471,2025-11-07,Product Not as Described,873.52,Processed
264,3032,1665,462,2024-12-26,Size Issue,2049.14,Processed
265,3039,9309,72,2025-11-06,Late Delivery,4104.93,Rejected
266,3041,8071,246,2025-01-23,Wrong Item Delivered,40392.9,Pending
267,3045,1516,210,2025-04-09,Quality Not Satisfactory,9744.98,Rejected
268,3052,3367,254,2025-05-18,Size Issue,536.51,Pending
269,3054,14934,422,2024-08-06,Quality Not Satisfactory,14996.7,Pending
270,3056,10111,95,2025-05-10,Changed Mind,2289.67,Rejected
271,3067,16255,391,2025-07-25,Late Delivery,520.68,Pending
272,3076,5452,124,2025-11-02,Damaged Product,100571.77,Rejected
273,3085,9667,190,2024-09-12,Defective Product,8039.0,Pending
274,3086,18025,307,2024-11-07,Late Delivery,4060.36,Rejected
275,3093,15839,210,2025-08-07,Quality Not Satisfactory,28384.64,Processed
276,3095,7040,126,2025-03-21,Product Not as Described,6975.31,Rejected
277,3100,4747,151,2025-01-19,Late Delivery,128483.52,Processed
278,3104,627,247,2025-09-04,Changed Mind,1393.35,Rejected
279,3121,3729,72,2025-12-17,Quality Not Satisfactory,3603.43,Processed
280,3135,1867,160,2025-02-15,Quality Not Satisfactory,239782.41,Pending
281,3139,3433,333,2025-09-05,Changed Mind,28553.51,Processed
282,3140,305,99,2025-09-01,Late Delivery,2388.22,Processed
283,3145,1563,475,2026-01-17,Product Not as Described,22115.28,Processed
284,3161,17764,406,2026-01-15,Damaged Product,370186.94,Rejected
285,3165,9993,122,2026-01-03,Defective Product,51992.88,Pending
286,3167,19367,194,2026-05-27,Damaged Product,4251.79,Processed
287,3168,12588,309,2026-05-09,Damaged Product,167378.65,Rejected
288,3175,18890,477,2025-04-17,Changed Mind,1875.11,Processed
289,3176,478,377,2025-04-17,Product Not as Described,340.32,Processed
290,3180,11881,474,2025-07-11,Late Delivery,398404.07,Processed
291,3210,17320,289,2026-04-12,Late Delivery,4196.76,Processed
292,3215,18446,130,2025-10-19,Quality Not Satisfactory,3285.13,Processed
293,3220,9544,335,2025-10-03,Quality Not Satisfactory,6665.43,Processed
294,3232,11889,57,2026-04-22,Size Issue,13759.01,Processed
295,3254,9000,6,2024-08-20,Wrong Item Delivered,15244.62,Processed
296,3260,14099,155,2024-12-19,Changed Mind,31090.77,Processed
297,3273,5675,413,2025-11-28,Product Not as Described,1120.41,Pending
298,3280,10625,269,2025-11-17,Changed Mind,646.83,Processed
299,3309,2914,36,2026-05-23,Late Delivery,37349.4,Processed
300,3318,13918,456,2026-02-08,Size Issue,4739.28,Processed
301,3323,17602,453,2024-09-16,Damaged Product,5286.56,Rejected
302,3334,2268,348,2025-09-24,Product Not as Described,278890.37,Processed
303,3345,470,382,2024-08-25,Wrong Item Delivered,23577.25,Processed
304,3348,5333,386,2026-01-07,Late Delivery,1629.52,Processed
305,3356,16251,441,2025-10-14,Damaged Product,4086.74,Processed
306,3360,19933,227,2026-03-18,Changed Mind,2726.21,Rejected
307,3365,6681,345,2026-02-12,Defective Product,12005.34,Processed
308,3367,5364,419,2025-02-14,Damaged Product,140106.49,Processed
309,3369,18486,299,2025-06-23,Changed Mind,81268.3,Processed
310,3380,14279,224,2026-03-28,Changed Mind,3095.1,Processed
311,3382,9889,313,2026-06-17,Changed Mind,138335.38,Processed
312,3385,14589,293,2025-12-31,Defective Product,2873.02,Processed
313,3408,4322,76,2026-04-15,Changed Mind,1725.72,Processed
314,3421,9517,76,2026-07-02,Wrong Item Delivered,5284.89,Rejected
315,3427,12013,321,2025-02-19,Changed Mind,3045.01,Pending
316,3430,17778,209,2025-03-05,Defective Product,3665.75,Processed
317,3432,9152,26,2026-07-26,Wrong Item Delivered,93602.98,Rejected
318,3448,12377,279,2025-09-30,Late Delivery,261.98,Processed
319,3484,14042,460,2025-01-23,Quality Not Satisfactory,1013.14,Processed
320,3546,1273,486,2026-03-24,Damaged Product,14265.48,Rejected
321,3575,3576,499,2025-04-02,Quality Not Satisfactory,34868.64,Processed
322,3579,1035,258,2026-03-10,Damaged Product,4583.29,Processed
323,3593,16099,319,2025-09-24,Damaged Product,1875.5,Rejected
324,3620,5188,481,2026-02-11,Defective Product,510.5,Pending
325,3637,2803,475,2026-01-24,Quality Not Satisfactory,9750.25,Processed
326,3646,10373,213,2025-11-22,Product Not as Described,4025.18,Pending
327,3681,15795,229,2025-03-08,Quality Not Satisfactory,712.37,Rejected
328,3687,8512,351,2025-02-11,Changed Mind,3444.13,Processed
329,3695,10473,266,2026-06-19,Quality Not Satisfactory,5831.17,Rejected
330,3700,9286,255,2024-08-31,Quality Not Satisfactory,3297.1,Processed
331,3710,7680,377,2025-06-23,Defective Product,555.28,Processed
332,3719,18732,400,2024-09-18,Damaged Product,2009.56,Processed
333,3742,17696,176,2024-11-28,Defective Product,2653.59,Processed
334,3745,13664,123,2024-08-20,Changed Mind,4292.05,Processed
335,3755,15111,15,2025-02-11,Defective Product,2029.95,Processed
336,3757,3521,480,2024-12-11,Defective Product,59677.52,Pending
337,3758,4608,116,2026-04-17,Damaged Product,1795.89,Processed
338,3769,16411,78,2025-03-13,Changed Mind,34326.91,Processed
339,3775,1531,175,2025-11-19,Wrong Item Delivered,4315.96,Processed
340,3777,14888,99,2025-09-22,Size Issue,6836.38,Rejected
341,3790,10450,227,2024-12-10,Wrong Item Delivered,2781.91,Pending
342,3797,11693,404,2024-09-16,Changed Mind,205816.31,Pending
343,3827,4423,183,2025-05-13,Product Not as Described,1750.36,Rejected
344,3837,19682,56,2025-10-14,Damaged Product,3482.18,Pending
345,3839,17343,421,2026-06-13,Defective Product,20724.35,Processed
346,3841,16061,388,2025-09-07,Late Delivery,9191.04,Processed
347,3862,3403,61,2025-04-23,Damaged Product,5156.58,Processed
348,3868,13545,72,2025-11-14,Damaged Product,1877.96,Rejected
349,3872,12028,214,2025-05-09,Quality Not Satisfactory,1969.75,Processed
350,3885,16267,256,2026-04-13,Quality Not Satisfactory,1584.59,Processed
351,3886,17833,96,2026-07-06,Product Not as Described,4099.18,Processed
352,3901,5482,269,2025-05-06,Defective Product,781.59,Processed
353,3905,9408,421,2026-01-03,Size Issue,23649.42,Rejected
354,3908,17399,374,2026-07-06,Changed Mind,1021.85,Pending
355,3918,3087,327,2025-10-23,Wrong Item Delivered,19358.51,Processed
356,3930,11880,153,2025-11-03,Quality Not Satisfactory,64156.61,Pending
357,3937,5051,344,2024-09-19,Late Delivery,756.34,Pending
358,3938,12819,425,2025-08-02,Late Delivery,732.97,Processed
359,3940,18601,250,2026-07-06,Size Issue,3224.93,Processed
360,3949,9806,314,2025-01-28,Damaged Product,10050.19,Processed
361,3950,9686,328,2025-07-02,Late Delivery,1962.88,Processed
362,3955,16009,368,2026-08-15,Wrong Item Delivered,623.6,Rejected
363,3957,593,446,2024-09-20,Size Issue,888.48,Rejected
364,3980,14872,186,2026-04-18,Wrong Item Delivered,19268.7,Processed
365,3989,7526,82,2026-01-09,Late Delivery,10959.98,Processed
366,4040,12057,28,2025-02-10,Changed Mind,47646.54,Processed
367,4052,8948,307,2024-08-17,Defective Product,8582.24,Pending
368,4054,7804,478,2025-12-16,Wrong Item Delivered,6113.98,Rejected
369,4064,7245,452,2025-11-10,Size Issue,19369.16,Processed
370,4066,13143,268,2026-05-12,Changed Mind,209050.16,Processed
371,4073,14612,319,2026-03-28,Size Issue,3304.22,Rejected
372,4075,18530,446,2026-01-10,Changed Mind,1362.71,Rejected
373,4095,2105,322,2025-01-20,Defective Product,189236.05,Processed
374,4107,431,203,2025-03-16,Defective Product,2839.91,Processed
375,4129,12463,228,2025-03-13,Defective Product,29569.9,Pending
376,4134,14703,56,2025-06-23,Damaged Product,1158.66,Rejected
377,4139,10312,350,2025-05-06,Damaged Product,65345.16,Processed
378,4140,15542,113,2026-01-08,Late Delivery,1432.79,Processed
379,4143,19532,360,2024-12-01,Product Not as Described,3090.65,Processed
380,4144,9641,394,2025-09-11,Defective Product,131008.64,Processed
381,4146,5014,105,2025-02-13,Damaged Product,187.45,Processed
382,4158,2690,66,2024-10-09,Product Not as Described,1119.37,Processed
383,4165,12428,394,2025-05-13,Late Delivery,131595.57,Pending
384,4168,12650,494,2026-04-09,Damaged Product,192262.09,Processed
385,4192,7237,218,2026-05-07,Late Delivery,112092.05,Rejected
386,4195,1850,270,2026-07-21,Quality Not Satisfactory,1809.03,Processed
387,4210,5142,164,2024-12-25,Changed Mind,192.73,Pending
388,4213,19317,113,2025-10-21,Size Issue,1872.72,Processed
389,4245,7288,334,2025-01-27,Damaged Product,2953.45,Processed
390,4267,11510,11,2025-05-25,Damaged Product,206947.57,Pending
391,4287,7796,207,2024-10-27,Late Delivery,454.38,Processed
392,4301,19736,80,2026-06-08,Size Issue,7360.67,Processed
393,4308,3645,185,2025-09-14,Defective Product,391.5,Rejected
394,4318,13393,6,2024-12-20,Size Issue,15374.78,Processed
395,4348,8301,46,2025-11-28,Changed Mind,54151.65,Processed
396,4354,13563,428,2024-10-08,Late Delivery,36114.06,Pending
397,4405,14107,373,2025-04-16,Defective Product,89147.75,Rejected
398,4409,6699,155,2025-11-13,Defective Product,8445.69,Processed
399,4416,14430,149,2025-02-12,Wrong Item Delivered,11193.02,Pending
400,4418,5210,281,2025-04-20,Late Delivery,3273.42,Pending
401,4423,9346,153,2026-05-31,Defective Product,143592.39,Pending
402,4425,5748,393,2026-04-12,Product Not as Described,475.9,Processed
403,4431,17462,127,2025-10-24,Defective Product,433465.42,Processed
404,4433,11140,36,2025-06-14,Size Issue,125169.17,Processed
405,4440,18651,122,2025-12-09,Late Delivery,61875.75,Processed
406,4483,7787,58,2025-01-30,Defective Product,3035.55,Processed
407,4484,6478,110,2025-10-12,Damaged Product,4746.99,Processed
408,4493,1753,280,2026-07-02,Changed Mind,1746.87,Rejected
409,4501,4509,286,2025-06-10,Size Issue,297456.96,Processed
410,4503,5400,315,2025-08-12,Size Issue,24864.63,Processed
411,4505,10025,69,2025-02-28,Size Issue,2177.7,Rejected
